OrderID,Date,Product,Category,Amount,CustomerID,City
2900,2024-03-07,Jacket,Clothing,8839,C227,Chennai
2901,2024-03-31,Smartphone,Electronics,88239,C939,Delhi
2902,2024-03-14,Couch,Furniture,50462,C130,Delhi
2903,2024-01-12,Jeans,Clothing,54852,C189,Delhi
2904,2024-01-28,Bed,Furniture,97484,C701,Mumbai
2905,2024-01-26,Milk,Grocery,55568,C929,Mumbai
2906,2024-03-15,Milk,Grocery,4742,C601,Delhi
2907,2024-01-02,Chair,Furniture,6492,C719,Hyderabad
2908,2024-01-14,Textbook,Books,97592,C900,Chennai
2909,2024-01-25,Table,Furniture,91070,C602,Delhi
2910,2024-01-30,Jeans,Clothing,83562,C480,Chennai
2911,2024-01-12,Monitor,Electronics,78101,C549,Bangalore
2912,2024-03-28,Table,Furniture,6961,C170,Bangalore
2913,2024-03-06,Comics,Books,87061,C424,Chennai
2914,2024-02-17,Tablet,Electronics,77847,C764,Chennai
2915,2024-02-24,Jeans,Clothing,96406,C281,Delhi
2916,2024-03-09,Textbook,Books,28810,C251,Delhi
2917,2024-02-19,Textbook,Books,40866,C305,Chennai
2918,2024-02-28,Milk,Grocery,89048,C994,Delhi
2919,2024-01-09,Couch,Furniture,55983,C250,Delhi
2920,2024-03-17,T-Shirt,Clothing,84763,C434,Chennai
2921,2024-03-30,Bread,Grocery,2681,C770,Delhi
2922,2024-02-23,Bread,Grocery,91540,C714,Mumbai
2923,2024-02-18,T-Shirt,Clothing,65267,C177,Mumbai
2924,2024-02-04,Dress,Clothing,84338,C383,Chennai
2925,2024-01-27,Jeans,Clothing,72746,C705,Hyderabad
2926,2024-03-05,Novel,Books,15276,C353,Mumbai
2927,2024-02-24,Jacket,Clothing,27936,C770,Chennai
2928,2024-02-17,Laptop,Electronics,23416,C265,Delhi
2929,2024-01-25,Monitor,Electronics,71641,C963,Delhi
2930,2024-01-10,Novel,Books,77335,C994,Delhi
2931,2024-02-27,Eggs,Grocery,22085,C671,Delhi
2932,2024-03-16,Bread,Grocery,54211,C776,Bangalore
2933,2024-03-29,Laptop,Electronics,70008,C436,Mumbai
2934,2024-03-09,Monitor,Electronics,8996,C388,Mumbai
2935,2024-03-28,Jeans,Clothing,17949,C668,Delhi
2936,2024-03-08,Table,Furniture,89402,C841,Chennai
2937,2024-02-20,Smartphone,Electronics,51041,C701,Mumbai
2938,2024-03-24,Bread,Grocery,80188,C691,Chennai
2939,2024-03-28,Jacket,Clothing,72090,C446,Mumbai
2940,2024-03-27,Tablet,Electronics,42429,C596,Chennai
2941,2024-01-27,Milk,Grocery,91370,C162,Hyderabad
2942,2024-02-25,Bread,Grocery,79790,C608,Bangalore
2943,2024-01-10,Smartphone,Electronics,44981,C443,Mumbai
2944,2024-03-17,Smartphone,Electronics,87703,C590,Mumbai
2945,2024-01-09,Chair,Furniture,62625,C104,Delhi
2946,2024-01-07,Couch,Furniture,37954,C792,Mumbai
2947,2024-02-26,Chair,Furniture,21668,C940,Hyderabad
2948,2024-02-27,Couch,Furniture,76615,C542,Mumbai
2949,2024-03-27,Bed,Furniture,68717,C891,Bangalore
2950,2024-02-10,Eggs,Grocery,63886,C475,Hyderabad
2951,2024-03-01,Laptop,Electronics,77831,C176,Hyderabad
2952,2024-02-14,Magazine,Books,15525,C476,Mumbai
2953,2024-02-09,Jacket,Clothing,22554,C186,Bangalore
2954,2024-03-08,Laptop,Electronics,33814,C925,Delhi
2955,2024-03-21,Textbook,Books,79833,C787,Hyderabad
2956,2024-02-03,Jacket,Clothing,89974,C117,Mumbai
2957,2024-03-26,Textbook,Books,56540,C282,Bangalore
2958,2024-02-15,Magazine,Books,36965,C889,Bangalore
2959,2024-02-13,Laptop,Electronics,56163,C267,Chennai
2960,2024-01-18,Jeans,Clothing,8254,C547,Mumbai
2961,2024-03-27,Smartphone,Electronics,68893,C113,Chennai
2962,2024-03-28,Smartphone,Electronics,69543,C928,Hyderabad
2963,2024-01-02,Textbook,Books,45705,C101,Delhi
2964,2024-01-04,Jeans,Clothing,48131,C593,Bangalore
2965,2024-03-09,Smartphone,Electronics,11827,C611,Mumbai
2966,2024-03-29,Jeans,Clothing,46713,C698,Delhi
2967,2024-01-10,Couch,Furniture,37995,C133,Bangalore
2968,2024-02-23,Monitor,Electronics,73689,C445,Mumbai
2969,2024-01-05,Jacket,Clothing,90578,C675,Hyderabad
2970,2024-02-08,Dress,Clothing,92945,C806,Hyderabad
2971,2024-03-10,Dress,Clothing,45766,C756,Mumbai
2972,2024-03-16,Smartphone,Electronics,32968,C986,Chennai
2973,2024-01-11,Jacket,Clothing,23474,C466,Delhi
2974,2024-01-13,Couch,Furniture,93203,C544,Chennai
2975,2024-03-13,Table,Furniture,16640,C595,Mumbai
2976,2024-03-02,Jeans,Clothing,55714,C320,Delhi
2977,2024-01-14,Dress,Clothing,42051,C961,Mumbai
2978,2024-03-29,Laptop,Electronics,29788,C101,Mumbai
2979,2024-02-05,Jacket,Clothing,61504,C101,Hyderabad
2980,2024-01-25,Novel,Books,52549,C683,Bangalore
2981,2024-01-20,Magazine,Books,95012,C742,Bangalore
2982,2024-03-05,Jacket,Clothing,89103,C695,Hyderabad
2983,2024-01-24,Eggs,Grocery,24917,C631,Bangalore
2984,2024-03-13,Rice,Grocery,50079,C492,Delhi
2985,2024-02-28,Couch,Furniture,96018,C796,Hyderabad
2986,2024-03-31,Novel,Books,32171,C734,Hyderabad
2987,2024-03-05,Chair,Furniture,42785,C618,Bangalore
2988,2024-02-16,Comics,Books,70910,C114,Mumbai
2989,2024-03-18,Comics,Books,92326,C194,Mumbai
2990,2024-02-25,Jacket,Clothing,1080,C323,Mumbai
2991,2024-02-03,Laptop,Electronics,24888,C286,Hyderabad
2992,2024-02-17,Rice,Grocery,81260,C615,Mumbai
2993,2024-01-06,Eggs,Grocery,68259,C119,Bangalore
2994,2024-01-04,Smartphone,Electronics,84409,C521,Mumbai
2995,2024-03-06,Textbook,Books,88367,C360,Delhi
2996,2024-02-08,Monitor,Electronics,60190,C554,Mumbai
2997,2024-02-11,Chair,Furniture,74447,C344,Delhi
2998,2024-01-12,Table,Furniture,35743,C605,Delhi
2999,2024-02-22,Dress,Clothing,59002,C572,Mumbai
3000,2024-02-29,Couch,Furniture,7283,C206,Hyderabad
3001,2024-01-12,Dress,Clothing,67074,C692,Hyderabad
3002,2024-02-25,Dress,Clothing,89562,C610,Bangalore
3003,2024-01-12,Bread,Grocery,11458,C883,Chennai
3004,2024-01-04,Tablet,Electronics,39847,C938,Chennai
3005,2024-01-28,Dress,Clothing,40123,C531,Chennai
3006,2024-02-27,Textbook,Books,7587,C957,Mumbai
3007,2024-01-27,Jacket,Clothing,16646,C322,Hyderabad
3008,2024-03-25,Comics,Books,91686,C643,Delhi
3009,2024-01-06,Bed,Furniture,40886,C299,Mumbai
3010,2024-03-14,Jacket,Clothing,30609,C889,Bangalore
3011,2024-01-10,Tablet,Electronics,48648,C753,Mumbai
3012,2024-03-09,Bed,Furniture,65472,C888,Chennai
3013,2024-01-26,Novel,Books,52450,C600,Chennai
3014,2024-03-23,Novel,Books,15586,C585,Delhi
3015,2024-02-03,Novel,Books,33768,C453,Delhi
3016,2024-01-15,Jeans,Clothing,92146,C598,Chennai
3017,2024-03-25,Bed,Furniture,20737,C821,Hyderabad
3018,2024-01-06,Laptop,Electronics,34732,C754,Delhi
3019,2024-02-26,Couch,Furniture,1572,C127,Mumbai
3020,2024-01-25,Milk,Grocery,10227,C547,Chennai
3021,2024-01-04,Magazine,Books,49588,C647,Delhi
3022,2024-03-25,T-Shirt,Clothing,64122,C262,Mumbai
3023,2024-03-06,Magazine,Books,28297,C927,Chennai
3024,2024-03-16,Comics,Books,98845,C248,Delhi
3025,2024-02-10,Textbook,Books,23423,C156,Delhi
3026,2024-01-06,Tablet,Electronics,20606,C898,Delhi
3027,2024-03-30,Smartphone,Electronics,33187,C348,Mumbai
3028,2024-03-09,Jacket,Clothing,25119,C604,Mumbai
3029,2024-02-26,Milk,Grocery,87169,C758,Mumbai
3030,2024-01-01,Rice,Grocery,55721,C957,Mumbai
3031,2024-01-15,Comics,Books,88135,C460,Delhi
3032,2024-02-02,Tablet,Electronics,27725,C920,Bangalore
3033,2024-03-19,Novel,Books,56486,C147,Hyderabad
3034,2024-03-27,Novel,Books,58134,C994,Chennai
3035,2024-03-09,Table,Furniture,15011,C119,Delhi
3036,2024-03-06,T-Shirt,Clothing,46753,C548,Hyderabad
3037,2024-01-14,Magazine,Books,28903,C597,Delhi
3038,2024-03-15,Dress,Clothing,88625,C165,Hyderabad
3039,2024-02-24,Comics,Books,79970,C190,Hyderabad
3040,2024-01-15,Milk,Grocery,71854,C957,Hyderabad
3041,2024-01-16,Laptop,Electronics,83902,C627,Chennai
3042,2024-02-25,Dress,Clothing,92691,C929,Chennai
3043,2024-03-25,Milk,Grocery,47674,C262,Mumbai
3044,2024-01-12,Rice,Grocery,48585,C419,Chennai
3045,2024-03-06,Smartphone,Electronics,67092,C110,Chennai
3046,2024-02-17,Eggs,Grocery,73612,C543,Delhi
3047,2024-01-19,Dress,Clothing,67040,C987,Mumbai
3048,2024-01-21,Textbook,Books,53418,C330,Mumbai
3049,2024-03-27,Textbook,Books,29284,C545,Delhi
3050,2024-03-09,Novel,Books,56920,C508,Mumbai
3051,2024-03-09,Novel,Books,94692,C132,Mumbai
3052,2024-02-18,Jeans,Clothing,33363,C672,Bangalore
3053,2024-03-03,Tablet,Electronics,27163,C549,Mumbai
3054,2024-03-02,Tablet,Electronics,91069,C605,Delhi
3055,2024-02-01,Tablet,Electronics,16304,C598,Delhi
3056,2024-03-15,Laptop,Electronics,69682,C201,Bangalore
3057,2024-01-21,Jacket,Clothing,6935,C408,Mumbai
3058,2024-01-22,Novel,Books,57716,C120,Bangalore
3059,2024-02-18,Comics,Books,7676,C291,Chennai
3060,2024-01-07,Textbook,Books,54772,C534,Chennai
3061,2024-03-11,Laptop,Electronics,31152,C174,Delhi
3062,2024-02-17,Chair,Furniture,56033,C159,Delhi
3063,2024-03-16,Couch,Furniture,94336,C761,Hyderabad
3064,2024-03-22,Dress,Clothing,34720,C733,Chennai
3065,2024-01-05,Textbook,Books,96068,C305,Mumbai
3066,2024-01-21,Laptop,Electronics,2168,C104,Delhi
3067,2024-03-27,Monitor,Electronics,52258,C126,Bangalore
3068,2024-01-12,Dress,Clothing,90110,C384,Hyderabad
3069,2024-03-26,Eggs,Grocery,62275,C445,Hyderabad
3070,2024-03-27,Bread,Grocery,86404,C379,Delhi
3071,2024-01-19,Monitor,Electronics,5413,C495,Chennai
3072,2024-01-22,Couch,Furniture,92101,C989,Mumbai
3073,2024-03-16,Comics,Books,68398,C223,Mumbai
3074,2024-02-18,Jacket,Clothing,15784,C195,Chennai
3075,2024-03-21,Comics,Books,45417,C199,Hyderabad
3076,2024-03-11,T-Shirt,Clothing,27197,C831,Delhi
3077,2024-02-20,Textbook,Books,70215,C705,Bangalore
3078,2024-02-15,Chair,Furniture,95861,C314,Hyderabad
3079,2024-02-28,Magazine,Books,99468,C275,Chennai
3080,2024-02-07,Jeans,Clothing,69633,C470,Mumbai
3081,2024-03-12,Tablet,Electronics,8677,C630,Hyderabad
3082,2024-03-08,Chair,Furniture,65700,C148,Chennai
3083,2024-02-28,Monitor,Electronics,83447,C135,Chennai
3084,2024-01-19,Novel,Books,43344,C267,Mumbai
3085,2024-02-18,Jeans,Clothing,33505,C227,Delhi
3086,2024-02-22,Laptop,Electronics,3736,C319,Delhi
3087,2024-03-05,Bed,Furniture,7844,C646,Hyderabad
3088,2024-01-05,Textbook,Books,92869,C379,Delhi
3089,2024-03-14,Eggs,Grocery,88793,C153,Mumbai
3090,2024-03-03,Dress,Clothing,11312,C510,Hyderabad
3091,2024-01-12,Tablet,Electronics,84515,C575,Chennai
3092,2024-03-27,Smartphone,Electronics,92409,C689,Hyderabad
3093,2024-02-06,Novel,Books,51018,C933,Mumbai
3094,2024-02-13,Dress,Clothing,37353,C565,Hyderabad
3095,2024-01-09,Chair,Furniture,69735,C762,Hyderabad
3096,2024-03-04,Magazine,Books,69344,C669,Delhi
3097,2024-01-16,Rice,Grocery,86141,C181,Mumbai
3098,2024-01-06,Comics,Books,87284,C911,Chennai
3099,2024-02-01,Novel,Books,59432,C432,Hyderabad
3100,2024-02-25,Jeans,Clothing,34862,C363,Bangalore
3101,2024-03-22,Smartphone,Electronics,16550,C341,Mumbai
3102,2024-02-22,Comics,Books,9695,C229,Mumbai
3103,2024-03-01,Couch,Furniture,16888,C567,Bangalore
3104,2024-02-05,Comics,Books,47310,C973,Chennai
3105,2024-02-18,Comics,Books,73406,C374,Hyderabad
3106,2024-02-01,Monitor,Electronics,99589,C306,Mumbai
3107,2024-02-26,Dress,Clothing,98272,C546,Mumbai
3108,2024-02-04,Table,Furniture,13389,C453,Chennai
3109,2024-03-13,Couch,Furniture,59678,C799,Bangalore
3110,2024-02-19,Eggs,Grocery,32145,C452,Bangalore
3111,2024-03-16,Eggs,Grocery,42734,C297,Chennai
3112,2024-03-05,Dress,Clothing,34635,C715,Bangalore
3113,2024-02-13,Jacket,Clothing,15677,C231,Delhi
3114,2024-01-30,Comics,Books,56284,C987,Mumbai
3115,2024-03-09,Jacket,Clothing,72355,C568,Chennai
3116,2024-01-19,Bed,Furniture,87002,C250,Chennai
3117,2024-01-25,T-Shirt,Clothing,27927,C176,Hyderabad
3118,2024-03-29,Eggs,Grocery,50336,C382,Delhi
3119,2024-02-20,Tablet,Electronics,2133,C684,Mumbai
3120,2024-02-07,T-Shirt,Clothing,92140,C285,Bangalore
3121,2024-03-23,Smartphone,Electronics,67075,C315,Delhi
3122,2024-01-30,Laptop,Electronics,41673,C444,Delhi
3123,2024-02-07,Table,Furniture,77495,C586,Hyderabad
3124,2024-02-17,Laptop,Electronics,55870,C218,Hyderabad
3125,2024-02-05,Smartphone,Electronics,74103,C701,Mumbai
3126,2024-01-25,Dress,Clothing,80240,C194,Bangalore
3127,2024-03-03,Bed,Furniture,2114,C242,Bangalore
3128,2024-03-05,Comics,Books,41416,C377,Chennai
3129,2024-02-11,Magazine,Books,43093,C958,Mumbai
3130,2024-03-09,Dress,Clothing,98339,C592,Bangalore
3131,2024-03-09,Magazine,Books,44622,C960,Chennai
3132,2024-02-14,Laptop,Electronics,76254,C447,Bangalore
3133,2024-01-21,Laptop,Electronics,17017,C956,Bangalore
3134,2024-01-30,Jacket,Clothing,49603,C949,Hyderabad
3135,2024-01-29,Novel,Books,54919,C778,Hyderabad
3136,2024-03-02,Tablet,Electronics,35673,C742,Delhi
3137,2024-03-27,Magazine,Books,74511,C535,Mumbai
3138,2024-03-29,Jeans,Clothing,47580,C784,Bangalore
3139,2024-02-02,Rice,Grocery,96642,C862,Chennai
3140,2024-01-01,Dress,Clothing,45372,C210,Mumbai
3141,2024-02-17,Smartphone,Electronics,5086,C382,Chennai
3142,2024-03-25,Chair,Furniture,39855,C635,Hyderabad
3143,2024-02-12,Chair,Furniture,56735,C645,Hyderabad
3144,2024-02-15,Bed,Furniture,52883,C435,Delhi
3145,2024-02-04,Eggs,Grocery,20255,C954,Mumbai
3146,2024-02-16,Jeans,Clothing,30900,C544,Hyderabad
3147,2024-02-21,Bed,Furniture,58836,C523,Bangalore
3148,2024-03-12,Table,Furniture,35844,C723,Mumbai
3149,2024-03-11,Laptop,Electronics,92129,C744,Chennai
3150,2024-02-01,Couch,Furniture,78546,C751,Hyderabad
3151,2024-03-22,Novel,Books,11141,C558,Delhi
3152,2024-03-12,Monitor,Electronics,47314,C471,Chennai
3153,2024-03-26,Novel,Books,52853,C409,Hyderabad
3154,2024-03-14,Table,Furniture,63169,C494,Hyderabad
3155,2024-02-28,Bread,Grocery,15092,C434,Chennai
3156,2024-02-28,Tablet,Electronics,46399,C964,Chennai
3157,2024-01-24,Rice,Grocery,48579,C877,Hyderabad
3158,2024-02-15,Smartphone,Electronics,83699,C893,Delhi
3159,2024-02-26,Table,Furniture,41532,C706,Delhi
3160,2024-01-10,T-Shirt,Clothing,28841,C696,Chennai
3161,2024-03-15,Jeans,Clothing,64750,C853,Mumbai
3162,2024-03-11,Textbook,Books,91817,C954,Mumbai
3163,2024-03-29,Bread,Grocery,34036,C421,Hyderabad
3164,2024-02-27,Table,Furniture,88803,C584,Bangalore
3165,2024-03-16,Tablet,Electronics,45355,C892,Chennai
3166,2024-03-24,Bread,Grocery,13900,C136,Delhi
3167,2024-02-14,Magazine,Books,54947,C438,Bangalore
3168,2024-03-09,Textbook,Books,25002,C627,Mumbai
3169,2024-03-08,Magazine,Books,60112,C571,Chennai
3170,2024-01-05,Jacket,Clothing,2491,C140,Bangalore
3171,2024-02-12,Eggs,Grocery,81752,C472,Chennai
3172,2024-03-18,Milk,Grocery,55161,C828,Bangalore
3173,2024-03-22,Milk,Grocery,42447,C280,Mumbai
3174,2024-02-02,Tablet,Electronics,34530,C106,Chennai
3175,2024-03-29,Chair,Furniture,53306,C737,Bangalore
3176,2024-02-13,Dress,Clothing,72144,C804,Mumbai
3177,2024-02-07,Textbook,Books,42402,C579,Mumbai
3178,2024-01-30,Textbook,Books,51941,C375,Bangalore
3179,2024-03-18,Jacket,Clothing,97137,C417,Bangalore
3180,2024-02-25,Novel,Books,34390,C526,Delhi
3181,2024-03-28,Monitor,Electronics,81337,C103,Bangalore
3182,2024-02-14,Jacket,Clothing,89665,C970,Bangalore
3183,2024-01-22,T-Shirt,Clothing,92646,C253,Chennai
3184,2024-01-30,Dress,Clothing,3454,C452,Hyderabad
3185,2024-03-30,Eggs,Grocery,42406,C113,Delhi
3186,2024-03-15,Eggs,Grocery,79374,C643,Mumbai
3187,2024-01-18,Table,Furniture,25017,C148,Mumbai
3188,2024-01-06,Laptop,Electronics,8360,C574,Bangalore
3189,2024-01-09,Laptop,Electronics,99687,C467,Chennai
3190,2024-02-08,Jeans,Clothing,85009,C947,Bangalore
3191,2024-02-25,Bed,Furniture,46122,C469,Delhi
3192,2024-01-01,Eggs,Grocery,31022,C988,Chennai
3193,2024-03-30,Laptop,Electronics,5802,C156,Hyderabad
3194,2024-01-22,Laptop,Electronics,86723,C847,Hyderabad
3195,2024-02-13,Magazine,Books,36207,C778,Mumbai
3196,2024-01-08,Eggs,Grocery,63196,C622,Bangalore
3197,2024-03-20,Smartphone,Electronics,9495,C680,Hyderabad
3198,2024-03-20,Novel,Books,46180,C216,Hyderabad
3199,2024-02-04,Smartphone,Electronics,89549,C860,Bangalore
3200,2024-02-16,Jacket,Clothing,14343,C949,Mumbai
3201,2024-01-08,Milk,Grocery,90768,C842,Chennai
3202,2024-01-20,Comics,Books,79901,C265,Bangalore
3203,2024-03-09,Jeans,Clothing,83259,C908,Chennai
3204,2024-02-01,Smartphone,Electronics,3801,C235,Delhi
3205,2024-01-28,Textbook,Books,37438,C623,Bangalore
3206,2024-02-05,Jacket,Clothing,5006,C781,Mumbai
3207,2024-03-03,Milk,Grocery,30321,C104,Delhi
3208,2024-01-29,T-Shirt,Clothing,7701,C620,Chennai
3209,2024-02-13,Jacket,Clothing,26736,C626,Mumbai
3210,2024-02-21,Comics,Books,57868,C786,Mumbai
3211,2024-02-15,Smartphone,Electronics,13084,C825,Delhi
3212,2024-02-21,Laptop,Electronics,77785,C666,Delhi
3213,2024-02-20,Tablet,Electronics,73394,C509,Hyderabad
3214,2024-03-23,Dress,Clothing,43177,C839,Mumbai
3215,2024-03-02,Smartphone,Electronics,36194,C816,Delhi
3216,2024-03-27,Dress,Clothing,16095,C953,Bangalore
3217,2024-03-12,Tablet,Electronics,87507,C992,Delhi
3218,2024-01-03,Milk,Grocery,67068,C215,Delhi
3219,2024-02-23,Dress,Clothing,35914,C349,Mumbai
3220,2024-01-11,Smartphone,Electronics,99530,C645,Hyderabad
3221,2024-01-20,Monitor,Electronics,36061,C945,Bangalore
3222,2024-02-19,Chair,Furniture,39441,C290,Bangalore
3223,2024-02-25,Dress,Clothing,50050,C439,Mumbai
3224,2024-01-14,Tablet,Electronics,82869,C541,Hyderabad
3225,2024-03-05,Milk,Grocery,60895,C828,Chennai
3226,2024-03-13,Bread,Grocery,58846,C767,Chennai
3227,2024-01-26,T-Shirt,Clothing,52233,C891,Hyderabad
3228,2024-01-24,Laptop,Electronics,51651,C573,Hyderabad
3229,2024-01-08,Chair,Furniture,25511,C828,Chennai
3230,2024-02-18,Bed,Furniture,50488,C990,Mumbai
3231,2024-01-30,Bed,Furniture,37676,C264,Delhi
3232,2024-03-29,Couch,Furniture,26952,C998,Delhi
3233,2024-02-26,Rice,Grocery,19331,C967,Mumbai
3234,2024-02-27,Bread,Grocery,61621,C760,Bangalore
3235,2024-03-10,Bed,Furniture,32901,C559,Delhi
3236,2024-03-01,Jacket,Clothing,915,C702,Hyderabad
3237,2024-03-20,T-Shirt,Clothing,96857,C604,Delhi
3238,2024-01-29,Dress,Clothing,95978,C499,Mumbai
3239,2024-03-13,Laptop,Electronics,62313,C961,Chennai
3240,2024-01-21,Milk,Grocery,90639,C974,Hyderabad
3241,2024-02-22,Eggs,Grocery,30289,C246,Bangalore
3242,2024-03-14,Novel,Books,64423,C770,Mumbai
3243,2024-01-10,Novel,Books,59902,C547,Mumbai
3244,2024-03-30,Comics,Books,90781,C897,Chennai
3245,2024-02-16,Textbook,Books,47309,C392,Mumbai
3246,2024-01-05,Jeans,Clothing,33382,C893,Mumbai
3247,2024-03-04,Bed,Furniture,15271,C348,Bangalore
3248,2024-03-06,Milk,Grocery,88084,C550,Bangalore
3249,2024-01-08,T-Shirt,Clothing,30986,C977,Mumbai
3250,2024-01-13,Jacket,Clothing,13148,C882,Mumbai
3251,2024-03-10,Smartphone,Electronics,24118,C838,Bangalore
3252,2024-02-17,Eggs,Grocery,61518,C608,Mumbai
3253,2024-01-15,Monitor,Electronics,6851,C223,Delhi
3254,2024-01-24,T-Shirt,Clothing,62837,C594,Delhi
3255,2024-01-12,Textbook,Books,40885,C683,Hyderabad
3256,2024-03-12,Jacket,Clothing,99682,C315,Mumbai
3257,2024-01-30,Laptop,Electronics,76251,C966,Bangalore
3258,2024-03-26,Jacket,Clothing,40770,C238,Chennai
3259,2024-01-11,Textbook,Books,96320,C805,Mumbai
3260,2024-01-09,Bread,Grocery,32030,C484,Delhi
3261,2024-03-18,Laptop,Electronics,47652,C894,Mumbai
3262,2024-03-24,Table,Furniture,38718,C998,Bangalore
3263,2024-01-29,Eggs,Grocery,69108,C432,Hyderabad
3264,2024-03-18,Novel,Books,77659,C763,Delhi
3265,2024-02-06,Novel,Books,38881,C533,Delhi
3266,2024-03-17,Novel,Books,32566,C827,Hyderabad
3267,2024-01-21,Bed,Furniture,83844,C178,Delhi
3268,2024-02-18,Jacket,Clothing,1028,C114,Hyderabad
3269,2024-02-06,Milk,Grocery,27139,C567,Delhi
3270,2024-03-04,Dress,Clothing,75965,C334,Chennai
3271,2024-03-17,Comics,Books,13126,C373,Mumbai
3272,2024-02-24,Bread,Grocery,75960,C849,Delhi
3273,2024-01-17,Textbook,Books,24554,C940,Chennai
3274,2024-03-23,Laptop,Electronics,74224,C450,Delhi
3275,2024-03-06,Monitor,Electronics,97188,C358,Mumbai
3276,2024-02-05,Comics,Books,18660,C495,Bangalore
3277,2024-01-06,Jacket,Clothing,63979,C875,Hyderabad
3278,2024-03-18,Jeans,Clothing,14094,C195,Delhi
3279,2024-01-10,Bed,Furniture,67332,C551,Chennai
3280,2024-03-15,Chair,Furniture,59308,C231,Mumbai
3281,2024-01-07,Jacket,Clothing,62921,C601,Hyderabad
3282,2024-03-22,T-Shirt,Clothing,9820,C561,Hyderabad
3283,2024-01-18,Textbook,Books,33832,C133,Delhi
3284,2024-01-11,Novel,Books,69375,C288,Mumbai
3285,2024-02-14,Jeans,Clothing,25926,C690,Mumbai
3286,2024-01-28,Milk,Grocery,98622,C659,Chennai
3287,2024-01-03,T-Shirt,Clothing,31145,C730,Mumbai
3288,2024-03-12,Couch,Furniture,82572,C891,Hyderabad
3289,2024-03-28,Rice,Grocery,86500,C851,Hyderabad
3290,2024-03-29,Couch,Furniture,95767,C519,Hyderabad
3291,2024-02-17,Smartphone,Electronics,2447,C383,Mumbai
3292,2024-01-31,Novel,Books,54166,C583,Hyderabad
3293,2024-01-02,Bread,Grocery,75436,C204,Mumbai
3294,2024-01-09,Textbook,Books,43535,C497,Chennai
3295,2024-03-17,Smartphone,Electronics,92206,C412,Chennai
3296,2024-01-09,Jeans,Clothing,60579,C242,Bangalore
3297,2024-03-01,Jacket,Clothing,17167,C810,Mumbai
3298,2024-03-01,Couch,Furniture,29502,C509,Delhi
3299,2024-01-11,Chair,Furniture,1955,C129,Bangalore
3300,2024-02-03,Chair,Furniture,62845,C812,Chennai
3301,2024-03-20,Magazine,Books,68612,C837,Chennai
3302,2024-01-03,Magazine,Books,28914,C133,Mumbai
3303,2024-03-12,Magazine,Books,73875,C496,Delhi
3304,2024-02-20,Novel,Books,53288,C207,Delhi
3305,2024-02-27,Eggs,Grocery,43147,C295,Chennai
3306,2024-01-26,Monitor,Electronics,62304,C517,Chennai
3307,2024-02-13,Couch,Furniture,21103,C251,Bangalore
3308,2024-03-07,Couch,Furniture,7199,C252,Mumbai
3309,2024-02-16,Rice,Grocery,52434,C943,Chennai
3310,2024-01-25,Novel,Books,54740,C913,Hyderabad
3311,2024-02-13,Textbook,Books,2841,C984,Hyderabad
3312,2024-02-09,T-Shirt,Clothing,34071,C781,Delhi
3313,2024-03-23,Smartphone,Electronics,34149,C934,Delhi
3314,2024-01-20,Dress,Clothing,72583,C182,Hyderabad
3315,2024-03-26,Dress,Clothing,16901,C279,Bangalore
3316,2024-01-16,Jeans,Clothing,64219,C227,Hyderabad
3317,2024-02-27,Milk,Grocery,15474,C664,Hyderabad
3318,2024-03-27,Monitor,Electronics,45348,C852,Delhi
3319,2024-03-18,Milk,Grocery,48446,C899,Bangalore
3320,2024-02-02,Monitor,Electronics,61651,C875,Chennai
3321,2024-01-28,Chair,Furniture,12938,C338,Chennai
3322,2024-02-08,Monitor,Electronics,24621,C809,Mumbai
3323,2024-01-15,Novel,Books,46981,C499,Hyderabad
3324,2024-01-21,T-Shirt,Clothing,46250,C940,Chennai
3325,2024-01-13,Novel,Books,86006,C319,Mumbai
3326,2024-01-28,T-Shirt,Clothing,86761,C452,Chennai
3327,2024-03-31,Bed,Furniture,51466,C565,Chennai
3328,2024-03-20,Rice,Grocery,50271,C278,Chennai
3329,2024-01-17,Dress,Clothing,77696,C292,Delhi
3330,2024-02-27,Novel,Books,51481,C951,Delhi
3331,2024-01-18,Jacket,Clothing,90519,C771,Hyderabad
3332,2024-01-02,Monitor,Electronics,39661,C962,Mumbai
3333,2024-03-14,Eggs,Grocery,64743,C482,Chennai
3334,2024-03-07,Dress,Clothing,97250,C413,Hyderabad
3335,2024-02-20,Bed,Furniture,71481,C199,Chennai
3336,2024-03-28,T-Shirt,Clothing,8394,C736,Mumbai
3337,2024-02-14,Comics,Books,17616,C619,Bangalore
3338,2024-03-24,Jeans,Clothing,53298,C515,Hyderabad
3339,2024-02-12,Rice,Grocery,97118,C252,Mumbai
3340,2024-03-07,Eggs,Grocery,37413,C828,Hyderabad
3341,2024-01-09,Smartphone,Electronics,11515,C620,Mumbai
3342,2024-01-28,Tablet,Electronics,29054,C108,Mumbai
3343,2024-02-21,Smartphone,Electronics,69515,C442,Bangalore
3344,2024-03-06,Couch,Furniture,96290,C683,Hyderabad
3345,2024-03-26,Comics,Books,17067,C321,Chennai
3346,2024-01-19,Jeans,Clothing,66777,C464,Mumbai
3347,2024-01-25,Jacket,Clothing,56991,C215,Mumbai
3348,2024-01-10,Monitor,Electronics,39894,C362,Chennai
3349,2024-02-25,Monitor,Electronics,88141,C545,Chennai
